Pilot,,,,,,,,,,
1 (0),"""Pilot""","Bill Bailey
Kit Hesketh-Harvey
Eddie Izzard",Bill Bailey,N/A,,https://vk.com/videos-18564830?section=album_40812189&z=video-18564830_170651394%2Fclub18564830%2Calbum-18564830_40812189%2Fpl_album_40812189,https://vk.com/videos-18564830?section=album_40812189&z=video-18564830_170716563%2Fclub18564830%2Calbum-18564830_40812189%2Fpl_album_40812189,,,
Series A,,,,,,,,,,
1 (1),"""Adam""","Danny Baker
Hugh Laurie
John Sessions",Danny Baker,11/09/2003,,,https://vk.com/videos-18564830?section=album_40812189&z=video-18564830_161191179%2Fclub18564830%2Calbum-18564830_40812189%2Fpl_album_40812189,,,
2 (2),"""Astronomy""","Bill Bailey
Rich Hall
Jeremy Hardy",Rich Hall and Jeremy Hardy,18/09/2003,,,https://vk.com/videos-18564830?section=album_40812189&z=video-18564830_456239068%2Fclub18564830%2Fpl_-18564830_40812189,,,
3 (3),"""Aquatic Animals""","Clive Anderson
Bill Bailey
Meera Syal",Clive Anderson,25/09/2003,,,https://vk.com/videos-18564830?section=album_40812189&z=video-18564830_161191177%2Fclub18564830%2Calbum-18564830_40812189%2Fpl_album_40812189,,,
4 (4),"""Atoms""","Jo Brand
Howard Goodall
Jeremy Hardy",Jo Brand,02/10/2003,,,https://vk.com/videos-18564830?section=album_40812189&z=video-18564830_161191175%2Fclub18564830%2Calbum-18564830_40812189%2Fpl_album_40812189,,,
5 (5),"""Advertising""","Gyles Brandreth
Rob Brydon
Rich Hall",Gyles Brandreth,09/10/2003,,,https://vk.com/videos-18564830?section=album_40812189&z=video-18564830_161191173%2Fclub18564830%2Calbum-18564830_40812189%2Fpl_album_40812189,,,
6 (6),"""Antidotes""","Danny Baker
Jo Brand
Howard Goodall",Danny Baker,16/10/2003,,,https://vk.com/videos-18564830?section=album_40812189&z=video-18564830_161191170%2Fclub18564830%2Calbum-18564830_40812189%2Fpl_album_40812189,,,
7 (7),"""Arthropods""","Jo Brand
Jimmy Carr
Jackie Clune",Jackie Clune,23/10/2003,,,https://vk.com/videos-18564830?section=album_40812189&z=video-18564830_163297743%2Fclub18564830%2Calbum-18564830_40812189%2Fpl_album_40812189,,,
8 (8),"""Albania""","Clive Anderson
Sean Lock
Linda Smith",Clive Anderson,30/10/2003,,,https://vk.com/videos-18564830?section=album_40812189&z=video-18564830_161191168%2Fclub18564830%2Calbum-18564830_40812189%2Fpl_album_40812189,,,
9 (9),"""Antelopes / Africa""","Jo Brand
Dave Gorman
Jeremy Hardy",Dave Gorman,06/11/2003,,,https://vk.com/videos-18564830?section=album_40812189&z=video-18564830_161191166%2Fclub18564830%2Calbum-18564830_40812189%2Fpl_album_40812189,,,
10 (10),"""Aviation""","Rich Hall
Julia Morris
Peter Serafinowicz",Alan Davies,13/11/2003,,,https://vk.com/videos-18564830?section=album_40812189&z=video-18564830_161191165%2Fclub18564830%2Calbum-18564830_40812189%2Fpl_album_40812189,,,
11 (11),"""Arts""","Bill Bailey
Richard E. Grant
Linda Smith",Richard E. Grant,20/11/2003,,,https://vk.com/videos-18564830?section=album_40812189&z=video-18564830_161191164%2Fclub18564830%2Calbum-18564830_40812189%2Fpl_album_40812189,,,
12 (12),"""Advent""","Phill Jupitus
Sean Lock
John Sessions",John Sessions,23/12/2003,Christmas,,https://vk.com/videos-18564830?section=album_40812189&z=video-18564830_161191162%2Fclub18564830%2Calbum-18564830_40812189%2Fpl_album_40812189,,,
Series B,,,,,,,,,,
1 (13),"""Blue""","Bill Bailey
Jo Brand
Sean Lock",Sean Lock,08/10/2004,,,https://vk.com/videos-18564830?section=album_40812203&z=video-18564830_161191157%2Fclub18564830%2Calbum-18564830_40812203%2Fpl_album_40812203,,,
2 (14),"""Birds""","Jo Brand
Rich Hall
Phil Kay",Rich Hall,08/10/2004,,,https://vk.com/videos-18564830?section=album_40812203&z=video-18564830_161191156%2Fclub18564830%2Calbum-18564830_40812203%2Fpl_album_40812203,,,
3 (15),"""Bombs""","Clive Anderson
Rich Hall
Phill Jupitus",Phill Jupitus,15/10/2004,,,https://vk.com/videos-18564830?section=album_40812203&z=video-18564830_161191155%2Fclub18564830%2Calbum-18564830_40812203%2Fpl_album_40812203,,,
4 (16),"""Bible""","Jeremy Clarkson
Barry Cryer
Jeremy Hardy",Jeremy Clarkson,22/10/2004,,,https://vk.com/videos-18564830?section=album_40812203&z=video-18564830_162419654%2Fclub18564830%2Calbum-18564830_40812203%2Fpl_album_40812203,,,
5 (17),"""Bears""","Bill Bailey
Jo Brand
Jimmy Carr",Jimmy Carr,29/10/2004,,,https://vk.com/videos-18564830?section=album_40812203&z=video-18564830_161191153%2Fclub18564830%2Calbum-18564830_40812203%2Fpl_album_40812203,,,
6 (18),"""Beavers""","Bill Bailey
Sean Lock
Anneka Rice",Anneka Rice,05/11/2004,,,https://vk.com/videos-18564830?section=album_40812203&z=video-18564830_161191152%2Fclub18564830%2Calbum-18564830_40812203%2Fpl_album_40812203,,,
7 (19),"""Biscuits""","Rich Hall
Dara Ó Briain
Arthur Smith",Dara Ó Briain,12/11/2004,,,https://vk.com/videos-18564830?section=album_40812203&z=video-18564830_161191151%2Fclub18564830%2Calbum-18564830_40812203%2Fpl_album_40812203,,,
8 (20),"""Bees""","Jo Brand
Rich Hall
Fred MacAulay",Rich Hall,19/11/2004,,,https://vk.com/videos-18564830?section=album_40812203&z=video-18564830_161191148%2Fclub18564830%2Calbum-18564830_40812203%2Fpl_album_40812203,,,
9 (21),"""Bats""","Rich Hall
Josie Lawrence
John Sessions",Rich Hall and Josie Lawrence,26/11/2004,,,https://vk.com/videos-18564830?section=album_40812203&z=video-18564830_161191146%2Fclub18564830%2Calbum-18564830_40812203%2Fpl_album_40812203,,,
10 (22),"""Bills""","Clive Anderson
Phil Kay
John Sessions",Clive Anderson,03/12/2004,,,https://vk.com/videos-18564830?section=album_40812203&z=video-18564830_161191145%2Fclub18564830%2Calbum-18564830_40812203%2Fpl_album_40812203,,,
11 (23),"""Beats""","Mark Gatiss
Sean Lock
Linda Smith",Linda Smith,10/12/2004,,,https://vk.com/videos-18564830?section=album_40812203&z=video-18564830_161191143%2Fclub18564830%2Calbum-18564830_40812203%2Fpl_album_40812203,,,
12 (24),"""Birth""","Rich Hall
Phill Jupitus
Mark Steel",Rich Hall,17/12/2004,Christmas,,https://vk.com/videos-18564830?section=album_40812203&z=video-18564830_161191142%2Fclub18564830%2Calbum-18564830_40812203%2Fpl_album_40812203,,,
Series C,,,,,,,,,,
1 (25),"""Campanology""","Bill Bailey
Rob Brydon
Rich Hall",Rich Hall,30/09/2005,,,https://vk.com/videos-18564830?section=album_40812216&z=video-18564830_163088000%2Fclub18564830%2Calbum-18564830_40812216%2Fpl_album_40812216,,,
2 (26),"""Cummingtonite""","Andy Hamilton
Doon Mackichan
Arthur Smith",Andy Hamilton,30/09/2005,,,https://vk.com/videos-18564830?section=album_40812216&z=video-18564830_163087997%2Fclub18564830%2Calbum-18564830_40812216%2Fpl_album_40812216,,,
3 (27),"""Common Knowledge""","Jimmy Carr
Sean Lock
Rory McGrath",Rory McGrath,07/10/2005,,,https://vk.com/videos-18564830?section=album_40812216&z=video-18564830_163087998%2Fclub18564830%2Calbum-18564830_40812216%2Fpl_album_40812216,,,
4 (28),"""Cheating""","Alexander Armstrong
Jeremy Clarkson
John Sessions",Alexander Armstrong,14/10/2005,,,https://vk.com/videos-18564830?section=album_40812216&z=video-18564830_163137863%2Fclub18564830%2Calbum-18564830_40812216%2Fpl_album_40812216,,,
5 (29),"""Cat's Eyes""","Jo Brand
Rich Hall
Sean Lock",Sean Lock,21/10/2005,,,https://vk.com/videos-18564830?section=album_40812216&z=video-18564830_163138355%2Fclub18564830%2Calbum-18564830_40812216%2Fpl_album_40812216,,,
6 (30),"""Cockneys""","Bill Bailey
Phill Jupitus
Rory McGrath",Bill Bailey,28/10/2005,,,https://vk.com/videos-18564830?section=album_40812216&z=video-18564830_163139252%2Fclub18564830%2Calbum-18564830_40812216%2Fpl_album_40812216,,,
7 (31),"""Constellations""","Jeremy Clarkson
Rich Hall
Sean Lock",Jeremy Clarkson,04/11/2005,,,https://vk.com/videos-18564830?section=album_40812216&z=video-18564830_163171417%2Fclub18564830%2Calbum-18564830_40812216%2Fpl_album_40812216,,,
8 (32),"""Corby""","Bill Bailey
Phill Jupitus
David Mitchell",David Mitchell,11/11/2005,,,https://vk.com/videos-18564830?section=album_40812216&z=video-18564830_163171448%2Fclub18564830%2Calbum-18564830_40812216%2Fpl_album_40812216,,,
9 (33),"""Creatures""","Helen Atkinson-Wood
Bill Bailey
Andy Hamilton",Helen Atkinson-Wood,18/11/2005,,,https://vk.com/videos-18564830?section=album_40812216&z=video-18564830_163171483%2Fclub18564830%2Calbum-18564830_40812216%2Fpl_album_40812216,,,
10 (34),"""Cleve Crudgington""","Clive Anderson
John Sessions
Mark Steel",Mark Steel,25/11/2005,,,https://vk.com/videos-18564830?section=album_40812216&z=video-18564830_163259024%2Fclub18564830%2Calbum-18564830_40812216%2Fpl_album_40812216,,,
11 (35),"""Carnival""","Clive Anderson
Jo Brand
Phill Jupitus",Clive Anderson,02/12/2005,,,https://vk.com/videos-18564830?section=album_40812216&z=video-18564830_163259080%2Fclub18564830%2Calbum-18564830_40812216%2Fpl_album_40812216,,,
12 (36),"""Combustion""","Bill Bailey
Phill Jupitus
Dara Ó Briain",Bill Bailey,09/12/2005,,,https://vk.com/videos-18564830?section=album_40812216&z=video-18564830_163221986%2Fclub18564830%2Calbum-18564830_40812216%2Fpl_album_40812216,,,
Series D,,,,,,,,,,
1 (37),"""Danger""","Jo Brand
Jimmy Carr
Sean Lock",Jo Brand,29/09/2006,,,https://vk.com/videos-18564830?section=album_40812218&z=video-18564830_161191137%2Fclub18564830%2Calbum-18564830_40812218%2Fpl_album_40812218,,,
2 (38),"""Discoveries""","Clive Anderson
Vic Reeves
Arthur Smith",Vic Reeves,29/09/2006,,,https://vk.com/videos-18564830?section=album_40812218&z=video-18564830_456239067%2Fclub18564830%2Fpl_-18564830_40812218,,,
3 (39),"""Dogs""","Jeremy Clarkson
Neil Mullarkey
Liza Tarbuck",Neil Mullarkey,06/10/2006,,,https://vk.com/videos-18564830?section=album_40812218&z=video-18564830_162799441%2Fclub18564830%2Calbum-18564830_40812218%2Fpl_album_40812218,,,
4 (40),"""Dictionaries""","Ronni Ancona
Rory Bremner
Phill Jupitus",Ronni Ancona,13/10/2006,,,https://vk.com/videos-18564830?section=album_40812218&z=video-18564830_162799044%2Fclub18564830%2Calbum-18564830_40812218%2Fpl_album_40812218,,,
5 (41),"""Death""","Clive Anderson
Sean Lock
Andy Parsons",The Audience,20/10/2006,Hallowe'en,,https://vk.com/videos-18564830?section=album_40812218&z=video-18564830_162912878%2Fclub18564830%2Calbum-18564830_40812218%2Fpl_album_40812218,,,
6 (42),"""Drinks""","Jimmy Carr
Phill Jupitus
John Sessions",Alan Davies,27/10/2006,,,https://vk.com/videos-18564830?section=album_40812218&z=video-18564830_162926628%2Fclub18564830%2Calbum-18564830_40812218%2Fpl_album_40812218,,,
7 (43),"""Differences""","Jo Brand
Julian Clary
Dara Ó Briain",Dara Ó Briain,03/11/2006,,,https://vk.com/videos-18564830?section=album_40812218&z=video-18564830_162961147%2Fclub18564830%2Calbum-18564830_40812218%2Fpl_album_40812218,,,
8 (44),"""Descendants""","Rich Hall
Phill Jupitus
Jonathan Ross",Jonathan Ross,10/11/2006,Children in Need,,https://vk.com/videos-18564830?section=album_40812218&z=video-18564830_162997966%2Fclub18564830%2Calbum-18564830_40812218%2Fpl_album_40812218,,,
9 (45),"""Doves""","Andy Hamilton
David Mitchell
John Sessions",Alan Davies,17/11/2006,,,https://vk.com/videos-18564830?section=album_40812218&z=video-18564830_162997945%2Fclub18564830%2Calbum-18564830_40812218%2Fpl_album_40812218,,,
10 (46),"""Divination""","Graeme Garden
Phill Jupitus
Johnny Vaughan",Graeme Garden,24/11/2006,No Alan,,https://vk.com/videos-18564830?section=album_40812218&z=video-18564830_162799695%2Fclub18564830%2Calbum-18564830_40812218%2Fpl_album_40812218,,,
11 (47),"""Denial and Deprivation""","Roger McGough
Vic Reeves
Mark Steel",Roger McGough and Vic Reeves,01/12/2006,,,https://vk.com/videos-18564830?section=album_40812218&z=video-18564830_162997954%2Fclub18564830%2Calbum-18564830_40812218%2Fpl_album_40812218,,,
12 (48),"""Domesticity""","Jo Brand
Phill Jupitus
Jessica Stevenson",Jessica Stevenson,08/12/2006,,,https://vk.com/videos-18564830?section=album_40812218&z=video-18564830_163022739%2Fclub18564830%2Calbum-18564830_40812218%2Fpl_album_40812218,,,
13 (49),"""December""","Jo Brand
Rich Hall
Dara Ó Briain",Dara Ó Briain,15/12/2006,Christmas,,https://vk.com/videos-18564830?section=album_40812218&z=video-18564830_163022740%2Fclub18564830%2Calbum-18564830_40812218%2Fpl_album_40812218,,,
Series E,,,,,,,,,,
1 (50),"""Engineering""","Bill Bailey
Rob Brydon
Jimmy Carr",Rob Brydon,21/09/2007,,,https://vk.com/videos-18564830?section=album_40812221&z=video-18564830_161191135%2Fclub18564830%2Calbum-18564830_40812221%2Fpl_album_40812221,,,
2 (51),"""Electricity""","Jo Brand
Rich Hall
Sean Lock",Jo Brand,21/09/2007,,,https://vk.com/videos-18564830?section=album_40812221&z=video-18564830_161191131%2Fclub18564830%2Calbum-18564830_40812221%2Fpl_album_40812221,,,
3 (52),"""Eating""","Jimmy Carr
Phill Jupitus
Johnny Vegas",Alan Davies,28/09/2007,,,https://vk.com/videos-18564830?section=album_40812221&z=video-18564830_161191129%2Fclub18564830%2Calbum-18564830_40812221%2Fpl_album_40812221,,,
4 (53),"""Exploration""","Bill Bailey
Rich Hall
Sean Lock",Rich Hall,05/10/2007,,,https://vk.com/videos-18564830?section=album_40812221&z=video-18564830_161191128%2Fclub18564830%2Calbum-18564830_40812221%2Fpl_album_40812221,,,
5 (54),"""Europe""","Phill Jupitus
David Mitchell
Dara Ó Briain",Phill Jupitus,12/10/2007,,,https://vk.com/videos-18564830?section=album_40812221&z=video-18564830_161191126%2Fclub18564830%2Calbum-18564830_40812221%2Fpl_album_40812221,,,
6 (55),"""Everything, Etc.""","Clive Anderson
Jeremy Clarkson
Vic Reeves",Vic Reeves,19/10/2007,,,https://vk.com/videos-18564830?section=album_40812221&z=video-18564830_161191123%2Fclub18564830%2Calbum-18564830_40812221%2Fpl_album_40812221,,,
7 (56),"""Espionage""","Clive Anderson
Jo Brand
Vic Reeves",Clive Anderson and Vic Reeves,26/10/2007,,,https://vk.com/videos-18564830?section=album_40812221&z=video-18564830_161958944%2Fclub18564830%2Calbum-18564830_40812221%2Fpl_album_40812221,,,
8 (57),"""Eyes and Ears""","Jimmy Carr
Phill Jupitus
David Mitchell",Alan Davies,02/11/2007,,,https://vk.com/videos-18564830?section=album_40812221&z=video-18564830_161191120%2Fclub18564830%2Calbum-18564830_40812221%2Fpl_album_40812221,,,
9 (58),"""Entertainment""","Bill Bailey
Jo Brand
Jeremy Clarkson",Jeremy Clarkson,09/11/2007,Children in Need,,https://vk.com/videos-18564830?section=album_40812221&z=video-18564830_161958951%2Fclub18564830%2Calbum-18564830_40812221%2Fpl_album_40812221,,,
10 (59),"""England""","Charlie Higson
Phill Jupitus
Sean Lock",The Audience,16/11/2007,,,https://vk.com/videos-18564830?section=album_40812221&z=video-18564830_163178332%2Fclub18564830%2Calbum-18564830_40812221%2Fpl_album_40812221,,,
11 (60),"""Endings""","Jimmy Carr
Doon Mackichan
Dara Ó Briain",Jimmy Carr and Dara Ó Briain,23/11/2007,,,https://vk.com/videos-18564830?section=album_40812221&z=video-18564830_162891896%2Fclub18564830%2Calbum-18564830_40812221%2Fpl_album_40812221,,,
12 (61),"""Empire""","Bill Bailey
Jo Brand
Sean Lock",Alan Davies,07/12/2007,Christmas,,https://vk.com/videos-18564830?section=album_40812221&z=video-18564830_163855026%2Fclub18564830%2Calbum-18564830_40812221%2Fpl_album_40812221,,,
13,"""Elephants""",Compilation episode,N/A,14/12/2007,,,https://vk.com/videos-18564830?section=album_40812221&z=video-18564830_168930042%2Fclub18564830%2Calbum-18564830_40812221%2Fpl_album_40812221,,,
Series F,,,,,,,,,,
1 (62),"""Families""","Ronni Ancona
David Mitchell
Sir Terry Wogan",Ronni Ancona,14/11/2008,Children in Need,,https://vk.com/videos-18564830?section=album_40812222&z=video-18564830_168372496%2Fclub18564830%2Calbum-18564830_40812222%2Fpl_album_40812222,,,
2 (63),"""Fire and Freezing""","Clive Anderson
Rob Brydon
Dom Joly",Clive Anderson,22/12/2008,Christmas,,https://vk.com/videos-18564830?section=album_40812222&z=video-18564830_168585694%2Fclub18564830%2Calbum-18564830_40812222%2Fpl_album_40812222,,,
3 (64),"""Flotsam and Jetsam""","Rob Brydon
Andy Hamilton
Charlie Higson",Charlie Higson,"9 January 2009
10 January 2009 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812222&z=video-18564830_169899022%2Fclub18564830%2Calbum-18564830_40812222%2Fpl_album_40812222,
4 (65),"""Fight or Flight""","Pam Ayres
Sean Lock
Johnny Vegas",Pam Ayres,"16 January 2009
17 January 2009 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812222&z=video-18564830_167616998%2Fclub18564830%2Calbum-18564830_40812222%2Fpl_album_40812222,
5 (66),"""France""","Jo Brand
Hugh Dennis
Phill Jupitus",Hugh Dennis,"23 January 2009
24 January 2009 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812222&z=video-18564830_169938330%2Fclub18564830%2Calbum-18564830_40812222%2Fpl_album_40812222,
6 (67),"""Fakes and Frauds""","Marcus Brigstocke
Jimmy Carr
Sean Lock",Sean Lock,"30 January 2009
31 January 2009 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812222&z=video-18564830_170090952%2Fclub18564830%2Calbum-18564830_40812222%2Fpl_album_40812222,
7 (68),"""Fingers and Fumbs""","Jo Brand
Phill Jupitus
Dara Ó Briain",Phill Jupitus,"6 February 2009
7 February 2009 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812222&z=video-18564830_168791072%2Fclub18564830%2Calbum-18564830_40812222%2Fpl_album_40812222,
8 (69),"""Fashion""","Clive Anderson
Rich Hall
Reginald D. Hunter",Rich Hall,"13 February 2009
14 February 2009 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812222&z=video-18564830_170080958%2Fclub18564830%2Calbum-18564830_40812222%2Fpl_album_40812222,
9 (70),"""The Future""","Rob Brydon
Sean Lock
Ben Miller",Ben Miller,"20 February 2009
21 February 2009 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812222&z=video-18564830_170168191%2Fclub18564830%2Calbum-18564830_40812222%2Fpl_album_40812222,
10 (71),"""Flora and Fauna""","Jo Brand
Jimmy Carr
John Sergeant",The Audience,"27 February 2009
28 February 2009 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812222&z=video-18564830_161191111%2Fclub18564830%2Calbum-18564830_40812222%2Fpl_album_40812222,
11 (72),"""Films and Fame""","David Mitchell
John Sessions
Emma Thompson",Alan Davies,"6 March 2009
7 March 2009 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812222&z=video-18564830_163597648%2Fclub18564830%2Calbum-18564830_40812222%2Fpl_album_40812222,
12 (73),"""Food""","Jimmy Carr
Rich Hall
David Mitchell",David Mitchell,"20 March 2009
21 March 2009 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812222&z=video-18564830_163576791%2Fclub18564830%2Calbum-18564830_40812222%2Fpl_album_40812222,
Series G,,,,,,,,,,
1 (74),"""Gardens""","Rob Brydon
David Mitchell
Dara Ó Briain",David Mitchell and Dara Ó Briain,"26 November 2009
20 March 2010 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812224&z=video-18564830_161191101%2Fclub18564830%2Calbum-18564830_40812224%2Fpl_album_40812224,
2 (75),"""G-Animals""","Bill Bailey
John Hodgman
Sean Lock
Sandi Toksvig",John Hodgman,"3 December 2009
12 October 2010 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812224&z=video-18564830_164400185%2Fclub18564830%2Calbum-18564830_40812224%2Fpl_album_40812224,
3 (76),"""Games""","Phill Jupitus
Sean Lock
Liza Tarbuck",Liza Tarbuck,"10 December 2009
19 October 2010 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812224&z=video-18564830_164503116%2Fclub18564830%2Calbum-18564830_40812224%2Fpl_album_40812224,
4 (77),"""Geography""","Jo Brand
Rob Brydon
Jimmy Carr",Alan Davies,"17 December 2009
23 December 2009 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812224&z=video-18564830_161594796%2Fclub18564830%2Calbum-18564830_40812224%2Fpl_album_40812224,
5 (78),"""Groovy""","Bill Bailey
Lee Mack
David Tennant",Alan Davies,"24 December 2009
29 December 2009 (XL edition)",Christmas,,,,https://vk.com/videos-18564830?section=album_40812224&z=video-18564830_161191099%2Fclub18564830%2Calbum-18564830_40812224%2Fpl_album_40812224,
6 (79),"""Genius""","David Mitchell
Graham Norton
Dara Ó Briain",Alan Davies,"1 January 2010
2 January 2010 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812224&z=video-18564830_162028174%2Fclub18564830%2Calbum-18564830_40812224%2Fpl_album_40812224,
7 (80),"""Girls and Boys""","Ronni Ancona
Jack Dee
Sandi Toksvig",Ronni Ancona and Sandi Toksvig,"8 January 2010
9 January 2010 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812224&z=video-18564830_164419522%2Fclub18564830%2Calbum-18564830_40812224%2Fpl_album_40812224,
8 (81),"""Germany""","Jo Brand
Rob Brydon
Sean Lock",Jo Brand,"15 January 2010
16 January 2010 (XL edition)",,,,,https://vk.com/videos-18564830?section=album_40812224&z=video-18564830_456239059%2Fclub18564830%2Fpl_-18564830_40812224,
